T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
30.9,33.4,28.1,1001.6,83.0,4.0,4.6,9.4,6.98
31.3,34.8,28.7,998.4,84.0,4.0,2.2,5.4,16.05
31.3,35.0,28.5,994.2,86.0,3.7,2.0,3.5,37.78
29.6,31.2,26.3,1001.5,89.0,4.0,4.4,9.4,17.8
29.8,31.8,27.3,999.4,89.0,3.7,2.8,5.4,15.66
29.9,33.0,26.7,999.5,84.0,4.0,3.1,9.4,10.54
30.6,33.2,27.1,998.0,80.0,4.0,6.9,11.1,7.9
29.9,32.6,28.1,995.5,87.0,4.0,7.4,9.4,6.63
28.8,30.4,27.3,994.7,92.0,4.0,6.7,11.1,9.78
27.9,30.6,25.6,996.3,92.0,4.0,7.0,11.1,10.71
27.2,28.2,25.7,999.7,95.0,3.7,7.6,13.0,4.82
26.9,27.6,25.5,1003.9,95.0,4.0,5.9,9.4,7.25
30.4,34.6,26.2,1000.5,80.0,4.0,4.4,7.6,23.59
28.2,30.2,26.1,999.6,92.0,4.0,8.0,14.8,9.53
27.2,29.2,25.4,1002.3,93.0,3.5,4.8,7.6,8.82
32.0,35.2,29.1,1004.3,80.0,4.0,3.0,9.4,25.08
26.8,30.2,23.6,1005.8,95.0,4.0,3.0,5.4,25.28
27.1,28.4,24.6,1007.7,93.0,4.0,2.8,7.6,15.93
29.1,33.2,26.1,1008.4,86.0,4.0,3.7,9.4,12.62
30.7,32.8,28.1,1005.2,80.0,4.0,4.1,9.4,8.45
29.7,34.2,26.8,1005.6,86.0,4.0,3.7,11.1,10.21
30.3,33.6,26.1,1004.3,83.0,4.0,2.8,5.4,21.69
30.4,33.4,27.5,1006.4,79.0,4.0,4.6,7.6,6.27
30.8,34.6,27.8,1005.1,78.0,4.0,2.2,5.4,7.22
29.7,31.6,27.7,1005.0,84.0,4.0,3.3,7.6,7.53
31.6,34.6,27.3,999.7,77.0,4.0,4.4,7.6,21.46
29.3,31.8,25.5,998.3,85.0,4.0,3.7,7.6,20.57
28.7,30.0,27.3,998.5,88.0,4.0,5.9,9.4,8.92
28.2,29.8,27.4,1002.9,93.0,4.0,5.9,9.4,14.82
28.7,30.6,26.7,1002.7,90.0,4.0,3.3,5.4,20.45
30.1,33.4,24.5,1003.9,77.0,4.0,3.1,5.4,25.33
29.5,32.0,26.6,1002.8,79.0,4.0,5.6,9.4,14.02
28.9,32.0,26.2,1004.1,86.0,4.0,3.9,5.4,9.83
28.8,31.4,26.7,1005.2,86.0,4.0,1.3,5.4,14.83
28.5,29.8,26.6,1008.0,87.0,4.0,3.3,7.6,12.86
28.8,32.6,25.9,1007.9,85.0,4.0,1.3,3.5,23.22
28.9,32.0,26.6,1007.4,88.0,2.7,1.5,3.5,31.67
31.0,35.0,26.7,1004.8,74.0,3.5,4.6,7.6,40.45
30.6,34.4,27.4,1005.9,74.0,4.0,4.6,7.6,12.34
30.1,33.6,26.7,1005.7,76.0,4.0,3.0,7.6,9.84
29.1,32.2,26.1,1006.1,81.0,3.5,1.3,3.5,33.41
30.5,34.0,26.6,1006.3,73.0,3.7,3.7,7.6,48.19
29.1,33.1,26.3,1006.1,78.0,4.0,5.4,9.4,9.01
28.0,31.2,24.5,1009.9,80.0,3.2,1.9,3.5,32.36
27.3,31.8,24.1,1010.3,69.0,3.4,1.9,5.4,58.86
27.0,32.4,21.1,1009.8,65.0,3.5,1.1,5.4,67.61
28.3,31.2,23.6,1010.4,80.0,3.5,3.3,7.6,12.64
28.5,32.0,24.9,1011.7,77.0,3.7,2.0,5.4,14.16
27.3,31.8,23.8,1011.7,68.0,3.1,3.1,5.4,83.59
23.7,29.0,19.1,1015.5,60.0,2.7,2.0,5.4,101.68
24.4,29.6,18.3,1015.0,63.0,3.7,1.5,5.4,84.12
25.0,30.6,18.5,1013.4,62.0,3.5,1.9,7.6,64.07
26.6,31.8,21.8,1013.9,57.0,3.2,3.7,9.4,50.96
26.1,32.3,19.9,1013.4,58.0,3.7,1.5,5.4,62.73
25.4,30.8,20.6,1013.5,58.0,3.5,3.1,11.1,95.56
26.8,30.4,22.2,1011.8,75.0,3.1,2.0,3.5,57.81
27.5,30.8,23.8,1011.5,77.0,2.3,2.0,5.4,65.95
23.3,25.0,21.2,1012.8,91.0,1.3,2.0,5.4,102.81
21.5,26.4,17.1,1014.9,73.0,2.6,1.9,3.5,83.96
21.8,25.6,17.6,1015.2,79.0,2.1,0.4,1.9,100.4
23.2,27.0,19.2,1016.4,66.0,2.7,5.7,9.4,69.38
21.2,27.2,15.4,1015.2,67.0,1.9,1.9,5.4,122.74
21.6,27.0,15.8,1013.5,69.0,2.4,1.3,3.5,136.83
21.9,27.6,15.9,1013.5,68.0,1.9,1.3,5.4,149.3
23.0,28.4,18.6,1015.9,72.0,2.4,0.7,1.9,86.47
21.5,25.2,18.4,1015.3,84.0,1.8,0.4,3.5,152.25
21.3,25.6,17.6,1014.1,85.0,0.6,0.9,3.5,139.58
21.7,26.6,16.3,1012.7,77.0,1.6,0.2,1.9,117.07
22.1,26.6,17.6,1014.5,73.0,2.9,1.5,22.2,127.4
22.1,26.4,17.2,1016.2,70.0,3.1,2.6,7.6,109.36
17.3,21.8,13.1,1017.8,59.0,3.5,3.1,7.6,96.66
16.8,22.0,12.5,1016.7,63.0,3.1,2.6,7.6,120.48
17.0,22.6,11.4,1014.8,72.0,1.4,1.9,5.4,150.58
19.0,24.8,13.7,1014.3,69.0,2.6,1.3,3.5,141.32
17.5,23.8,12.7,1015.0,66.0,1.8,2.6,9.4,137.9
17.6,23.6,11.2,1013.8,64.0,2.6,1.5,5.4,138.26
18.5,24.8,12.8,1015.6,62.0,2.6,2.8,7.6,120.03
18.7,24.2,13.7,1015.9,65.0,3.2,2.0,5.4,118.81
18.2,24.4,13.4,1015.5,62.0,2.6,1.5,3.5,151.04
19.2,25.6,13.1,1014.0,67.0,2.7,0.9,3.5,169.84
23.6,29.8,18.5,1011.4,68.0,2.7,0.4,3.5,142.71
22.6,28.6,18.6,1011.9,70.0,2.4,2.2,7.6,111.12
23.7,28.0,19.1,1011.7,67.0,3.2,1.7,7.6,85.12
19.7,22.8,16.6,1014.6,67.0,1.9,4.6,7.6,85.09
19.9,24.2,16.4,1013.9,65.0,1.8,1.9,5.4,88.02
18.9,23.8,14.5,1012.4,68.0,2.3,1.1,1.9,98.2
20.7,25.6,13.8,1011.9,79.0,1.4,2.8,5.4,126.32
22.3,26.8,19.2,1011.4,80.0,1.6,2.6,7.6,93.31
20.6,26.0,15.0,1012.8,60.0,2.6,1.3,3.5,104.08
21.5,25.8,16.6,1014.8,73.0,2.4,1.3,3.5,110.66
18.3,22.6,15.6,1014.9,78.0,1.8,3.3,5.4,102.66
17.8,22.8,14.1,1015.6,66.0,1.9,4.3,9.4,100.94
16.9,22.0,12.1,1017.3,64.0,2.6,2.0,7.6,111.09
16.8,22.6,11.4,1018.0,62.0,2.7,1.5,5.4,100.27
17.7,24.2,11.5,1017.4,59.0,3.1,0.7,3.5,114.5
18.1,24.6,11.8,1016.3,63.0,1.8,2.0,7.6,148.24
19.8,24.6,16.0,1015.5,67.0,2.6,4.8,11.1,48.62
19.8,25.4,15.1,1015.3,61.0,3.1,3.3,9.4,72.38
19.3,25.6,13.2,1014.3,64.0,2.6,1.3,3.5,109.48
24.2,29.8,20.6,1011.8,65.0,2.6,2.2,9.4,66.35
24.5,30.2,18.8,1012.2,64.0,2.4,1.1,5.4,85.28
22.5,27.2,19.5,1013.7,73.0,1.6,2.8,7.6,107.33
24.2,30.2,18.0,1013.9,59.0,2.6,2.0,7.6,110.2
25.2,30.8,18.6,1011.6,62.0,2.3,2.2,9.4,91.77
25.6,31.4,21.0,1010.0,64.0,2.9,2.8,7.6,81.86
28.7,35.2,22.6,1008.5,57.0,2.7,4.1,5.4,53.8
28.6,34.8,24.0,1011.4,62.0,2.7,3.9,7.6,51.85
28.2,32.8,23.1,1011.6,68.0,3.1,3.9,7.6,63.54
26.6,31.6,22.6,1011.6,48.0,2.7,3.1,9.4,56.57
28.4,34.0,22.3,1011.4,60.0,3.1,1.9,3.5,64.94
28.2,33.4,25.0,1012.1,70.0,2.6,4.8,7.6,54.5
27.6,32.6,23.6,1011.3,76.0,3.7,4.8,7.6,31.3
25.7,30.8,22.4,1013.9,69.0,3.5,4.4,14.8,59.37
26.6,32.2,19.9,1011.6,59.0,4.0,1.5,5.4,55.27
28.4,34.2,22.3,1010.6,58.0,4.0,3.5,5.4,53.99
29.7,35.8,23.3,1008.5,46.0,4.0,2.6,7.6,86.59
30.6,36.2,24.1,1006.9,48.0,3.5,1.5,5.4,97.0
30.7,36.6,25.3,1007.9,54.0,3.2,2.8,5.4,77.6
31.1,37.4,25.5,1009.2,39.0,4.0,2.4,5.4,54.91
30.6,36.2,25.1,1009.2,41.0,4.0,1.1,1.9,72.26
30.5,35.8,24.2,1008.2,51.0,4.0,3.3,9.4,68.4
32.0,39.0,26.8,998.4,62.0,3.7,6.3,9.4,59.44
31.6,38.6,25.2,1002.1,56.0,3.5,4.1,5.4,58.05
30.7,35.6,26.9,1005.2,63.0,4.0,5.2,9.4,48.02
30.9,36.0,26.6,1007.2,63.0,4.0,3.0,7.6,40.19
29.3,33.0,26.0,1008.7,71.0,4.0,7.8,11.1,31.32
29.6,33.4,26.8,1007.5,73.0,4.0,8.0,11.1,32.14
29.9,33.8,26.3,1008.9,74.0,4.0,6.5,11.1,35.53
31.1,36.8,26.6,1009.4,65.0,4.0,5.4,9.4,28.56
31.3,37.4,26.5,1007.9,68.0,4.0,6.7,9.4,29.49
31.0,35.6,27.0,1006.8,66.0,4.0,6.3,9.4,33.39
31.2,38.2,25.1,1006.5,57.0,4.0,6.5,11.1,25.55
31.5,36.2,27.1,1006.5,69.0,4.0,8.1,11.1,27.25
30.1,35.2,23.6,1007.8,74.0,4.0,7.8,11.1,23.23
32.8,39.4,27.4,1006.2,57.0,4.0,4.1,7.6,38.89
32.2,38.2,27.5,1005.7,61.0,4.0,7.6,11.1,37.51
31.8,38.2,27.5,1006.8,70.0,4.0,5.6,7.6,33.73
31.1,35.6,25.5,1008.2,56.0,4.0,4.1,9.4,28.7
29.2,35.6,24.8,1008.0,67.0,4.0,7.8,9.4,28.01
28.8,34.6,23.2,1007.3,64.0,4.0,5.4,9.4,28.88
29.3,35.4,24.5,1010.1,69.0,4.0,5.0,11.1,17.2
30.9,34.4,26.3,1008.6,66.0,4.0,4.6,7.6,20.23
27.2,35.0,24.0,1007.2,82.0,3.7,6.3,18.3,16.5
27.6,31.4,22.1,1004.0,78.0,4.0,2.0,5.4,22.68
30.4,34.8,24.5,1003.4,73.0,4.0,3.7,7.6,25.61
32.0,35.8,27.8,1005.0,74.0,4.0,8.7,11.1,21.58
31.9,36.6,25.6,1004.5,74.0,4.0,8.0,11.1,15.65
32.3,36.0,28.9,1004.7,71.0,4.0,5.0,9.4,12.14
32.4,36.2,28.9,1004.2,68.0,4.0,4.6,7.6,11.25
27.7,30.4,25.5,995.6,88.0,4.0,11.1,14.8,12.36
28.2,30.0,25.2,992.3,86.0,4.0,13.1,18.3,15.07
27.3,28.4,25.7,999.0,93.0,3.7,7.2,11.1,16.77
27.6,29.6,25.4,1002.0,89.0,4.0,3.1,3.5,16.99
30.9,35.4,26.8,1002.9,78.0,4.0,7.4,11.1,24.51
29.9,33.0,26.2,1005.3,80.0,4.0,5.6,9.4,16.9
31.8,35.0,28.1,1006.1,75.0,4.0,6.7,11.1,18.65
29.7,36.6,25.4,1002.3,79.0,4.0,5.7,9.4,19.66
30.6,34.8,26.4,1001.0,76.0,4.0,7.8,11.1,14.67
29.9,32.6,25.8,1000.1,79.0,4.0,2.4,5.4,23.77
29.7,33.4,27.8,997.2,83.0,4.0,2.0,7.6,15.99
29.0,30.0,27.3,995.6,89.0,4.0,2.0,3.5,21.45
27.6,29.0,26.0,995.5,94.0,4.0,2.0,5.4,19.55
25.5,26.8,24.8,1002.8,96.0,2.6,1.9,5.4,16.18
27.0,29.4,24.6,1002.8,94.0,3.2,1.1,5.4,20.91
28.2,31.2,24.9,1002.2,88.0,4.0,2.8,7.6,25.55
30.6,33.8,28.0,1000.4,77.0,4.0,6.1,9.4,26.98
30.1,33.5,28.3,1003.2,84.0,4.0,3.1,5.4,19.68
29.1,31.6,27.6,1005.8,86.0,4.0,2.8,5.4,15.51
27.2,31.2,25.0,999.9,91.0,4.0,6.3,9.4,17.44
29.5,32.8,24.6,1001.5,86.0,4.0,5.2,9.4,19.33
29.7,31.8,27.1,1002.1,86.0,4.0,3.0,9.4,19.76
28.9,33.8,25.8,1001.1,88.0,2.3,5.0,9.4,32.26
28.0,30.4,25.6,1001.4,92.0,3.4,2.4,5.4,17.89
30.3,32.8,27.0,1000.7,82.0,4.0,2.4,5.4,23.09
29.4,33.0,27.6,1003.6,83.0,4.0,3.7,9.4,12.29
29.9,32.4,27.3,1004.2,80.0,4.0,6.9,11.1,10.09
31.2,33.8,27.3,1005.1,75.0,4.0,3.3,7.6,13.43
30.5,34.4,27.2,1000.3,83.0,4.0,3.7,7.6,16.16
29.1,30.6,27.1,999.9,86.0,4.0,0.2,1.9,26.04
30.3,32.6,27.6,997.1,82.0,4.0,3.1,7.6,30.09
29.5,32.8,26.6,999.3,87.0,4.0,1.5,3.5,22.37
29.9,33.2,27.6,997.0,87.0,4.0,1.9,5.4,30.41
28.7,31.0,26.8,995.0,89.0,4.0,4.3,7.6,27.4
28.8,30.4,26.2,1000.1,86.0,3.7,2.8,3.5,14.95
30.4,33.6,27.1,999.4,79.0,4.0,3.5,5.4,19.9
30.4,32.6,28.4,1000.2,81.0,4.0,1.9,9.4,25.99
28.6,31.0,25.7,1000.7,90.0,2.3,2.2,3.5,29.04
28.8,30.4,27.6,1002.9,90.0,4.0,1.9,5.4,25.4
28.3,30.6,25.7,1004.9,91.0,4.0,2.4,5.4,20.14
30.3,33.2,27.3,1004.5,87.0,3.7,5.7,9.4,23.61
29.9,32.6,27.3,1002.4,88.0,4.0,2.2,3.5,27.4
29.8,34.2,28.1,1001.1,87.0,4.0,3.1,3.5,29.02
31.0,33.6,27.7,1002.3,81.0,4.0,1.9,3.5,16.25
27.6,29.0,25.5,1004.0,93.0,4.0,3.5,7.6,9.49
27.2,27.8,25.5,1007.2,93.0,4.0,3.7,9.4,5.96
28.7,31.0,26.6,1008.2,90.0,4.0,3.3,5.4,8.72
30.0,33.4,27.6,1000.6,83.0,4.0,1.9,3.5,21.53
28.6,33.2,26.0,1000.7,90.0,4.0,1.1,3.5,22.94
28.1,30.6,25.5,1002.3,93.0,4.0,1.1,3.5,21.74
29.6,32.0,27.5,1007.9,83.0,4.0,2.4,3.5,13.95
30.5,34.2,26.7,1007.1,78.0,4.0,2.2,3.5,21.19
29.8,33.4,27.5,1005.5,82.0,4.0,1.9,5.4,17.95
30.3,33.4,27.3,1003.8,81.0,4.0,0.9,5.4,18.91
26.7,28.8,25.8,1006.8,94.0,4.0,3.9,5.4,13.94
28.6,31.4,25.2,1005.8,85.0,4.0,1.5,3.5,12.36
29.0,32.8,26.5,1004.3,84.0,4.0,1.3,5.4,14.61
27.6,28.8,26.1,999.3,90.0,3.5,5.6,9.4,12.09
26.0,27.4,25.2,1004.2,97.0,2.7,5.7,9.4,10.4
27.6,30.4,24.6,1005.8,92.0,3.7,3.5,7.6,9.28
28.2,31.4,25.6,1006.9,89.0,2.6,1.3,3.5,29.9
25.4,25.8,24.6,1004.7,98.0,2.4,4.6,7.6,15.34
26.8,28.8,24.4,1003.9,93.0,3.1,4.8,9.4,12.5
28.7,31.2,27.1,1004.6,90.0,2.7,0.7,3.5,46.67
28.2,31.8,26.5,1004.2,91.0,3.1,1.5,3.5,19.6
28.6,31.2,26.1,1004.8,87.0,3.1,1.9,7.6,14.17
29.4,33.0,26.2,1008.5,84.0,3.2,1.9,3.5,6.84
30.0,33.4,26.6,1007.6,83.0,4.0,3.9,11.1,8.37
29.6,33.0,27.5,1006.0,86.0,4.0,4.1,9.4,11.98
29.4,34.0,27.1,1005.2,84.0,2.7,0.9,1.9,21.95
30.0,33.6,27.0,1004.5,85.0,3.2,2.0,5.4,37.95
28.8,32.4,27.2,1004.9,89.0,2.7,0.4,1.9,47.92
29.7,32.8,26.6,1003.5,86.0,1.9,1.5,3.5,56.0
29.4,32.8,26.1,1003.6,86.0,2.6,1.9,7.6,23.59
29.4,34.8,25.0,1002.6,83.0,3.4,1.3,3.5,23.86
25.8,26.6,24.1,1009.3,98.0,2.7,5.0,11.1,7.76
27.3,29.2,24.8,1009.9,94.0,2.4,2.4,5.4,15.52
27.3,31.0,24.5,1010.2,83.0,2.7,1.7,7.6,36.44
26.9,31.8,23.6,1010.9,85.0,2.1,0.9,3.5,66.16
27.4,31.8,23.7,1010.8,81.0,2.1,1.1,1.9,64.01
27.8,30.4,24.4,1011.4,83.0,1.9,1.3,3.5,48.8
25.8,31.0,21.6,1013.3,68.0,3.2,2.6,7.6,51.35
25.3,31.3,20.6,1013.8,70.0,2.6,1.5,3.5,66.42
25.7,30.2,20.0,1014.0,66.0,3.5,0.9,3.5,63.8
25.2,30.0,21.5,1012.8,67.0,3.1,0.9,3.5,53.3
23.4,29.2,18.7,1010.7,64.0,2.3,1.5,3.5,66.71
23.8,29.4,18.3,1011.4,67.0,2.6,1.3,3.5,64.86
23.9,29.4,18.9,1012.1,71.0,2.3,0.7,1.9,68.74
24.4,26.2,22.8,1012.4,80.0,2.3,1.9,3.5,38.79
23.6,25.4,22.2,1011.7,81.0,2.6,1.9,5.4,35.13
22.4,23.6,20.4,1010.5,88.0,1.8,1.3,3.5,31.37
24.0,29.6,19.1,1009.6,70.0,2.9,0.4,1.9,67.78
25.2,30.4,19.9,1010.0,71.0,2.9,0.2,1.9,72.27
24.2,29.4,19.7,1013.0,66.0,2.4,1.1,3.5,74.33
23.2,28.0,19.8,1013.6,68.0,3.1,0.9,3.5,71.72
22.4,27.2,18.2,1014.6,68.0,1.8,2.0,5.4,90.43
22.5,29.3,17.7,1014.3,69.0,2.3,0.9,1.9,69.2
22.7,28.0,18.0,1013.8,69.0,2.1,1.3,3.5,93.1
23.6,28.2,18.1,1014.6,70.0,2.7,0.4,1.9,83.16
21.7,23.8,19.8,1014.2,92.0,1.4,0.7,1.9,21.54
22.8,26.4,19.1,1016.0,86.0,1.9,1.5,5.4,39.53
21.9,26.1,19.9,1017.8,85.0,1.9,1.3,3.5,46.36
19.5,24.2,15.1,1016.6,69.0,2.6,0.9,3.5,95.36
19.3,24.6,14.2,1015.6,71.0,1.9,1.3,3.5,105.27
18.6,23.8,14.2,1015.5,70.0,2.3,0.4,1.9,112.19
17.5,21.6,14.6,1017.0,56.0,2.7,3.3,7.6,60.12
16.5,21.4,11.2,1016.6,55.0,2.7,0.7,1.9,63.5
17.2,22.0,11.6,1014.9,71.0,1.9,1.1,3.5,86.29
19.4,23.6,15.8,1020.0,79.0,1.9,1.1,3.5,67.9
18.8,22.8,15.2,1019.0,73.0,2.6,1.5,1.9,86.34
17.7,21.8,13.5,1017.6,80.0,1.8,1.9,3.5,83.82
17.8,23.2,13.5,1016.7,73.0,1.9,1.1,3.5,78.08
21.0,26.5,14.1,1016.6,67.0,2.1,0.9,3.5,118.25
21.0,26.6,15.8,1014.2,74.0,2.6,0.7,3.5,118.82
20.5,24.2,17.7,1015.3,82.0,1.8,1.3,3.5,61.45
19.1,20.8,17.8,1016.3,79.0,1.8,1.3,5.4,54.9
19.0,23.0,16.0,1016.3,76.0,1.8,1.9,5.4,60.53
17.6,22.2,13.3,1013.2,72.0,2.6,0.4,1.9,98.09
17.6,23.5,12.7,1011.6,70.0,1.9,0.7,1.9,112.16
20.0,24.6,13.8,1011.0,77.0,1.6,0.7,1.9,138.46
20.7,25.0,15.6,1011.7,80.0,1.4,1.1,3.5,84.56
20.9,24.8,16.7,1012.6,79.0,1.3,0.4,3.5,85.31
18.9,22.6,15.6,1014.3,65.0,1.8,1.3,3.5,73.61
20.1,25.0,12.6,1011.5,71.0,1.6,1.9,3.5,84.92
21.0,26.2,16.0,1009.9,70.0,1.8,1.3,3.5,63.29
22.5,28.5,17.4,1012.3,65.0,3.4,0.2,1.9,67.64
23.5,27.2,19.0,1011.3,77.0,1.9,1.5,3.5,42.38
19.1,23.8,13.6,1015.2,69.0,2.4,1.3,3.5,54.65
20.7,25.6,14.9,1014.2,74.0,1.9,1.1,3.5,73.9
21.8,26.2,16.5,1014.4,77.0,2.6,0.7,1.9,81.61
19.2,24.4,13.8,1012.7,61.0,3.1,1.1,5.4,60.62
19.5,25.4,14.1,1012.6,56.0,3.2,1.9,3.5,70.89
19.7,25.6,14.1,1011.6,59.0,2.6,1.1,3.5,97.38
21.8,27.8,15.7,1011.4,54.0,2.6,0.7,3.5,103.11
22.3,26.2,17.6,1007.9,84.0,1.8,1.3,5.4,80.38
23.1,27.8,18.0,1009.3,59.0,2.7,1.1,1.9,66.54
21.7,23.6,19.5,1015.1,81.0,2.3,1.7,7.6,111.71
24.6,30.2,18.5,1016.2,70.0,3.1,0.2,1.9,114.98
24.2,30.6,19.9,1014.7,75.0,1.9,1.7,7.6,93.67
25.5,30.2,20.5,1014.8,61.0,2.7,1.9,11.1,81.49
25.4,30.8,20.4,1014.0,57.0,3.5,1.3,3.5,93.01
25.7,31.5,20.2,1014.0,63.0,3.1,0.7,1.9,94.1
25.7,30.8,20.2,1011.8,56.0,3.2,2.0,5.4,75.75
25.6,31.6,20.6,1010.6,56.0,5.1,1.3,3.5,81.13
26.2,33.3,20.0,1010.8,52.0,3.5,0.4,1.9,96.58
27.2,32.4,21.2,1009.7,52.0,3.5,1.3,3.5,82.16
27.2,33.0,21.2,1008.9,53.0,3.7,1.1,3.5,91.23
28.9,35.0,21.7,1006.7,46.0,3.7,2.0,3.5,81.31
29.0,34.8,23.7,1005.5,48.0,4.0,2.2,5.4,38.57
28.7,34.0,24.1,1005.0,62.0,4.0,5.4,9.4,34.92
29.5,34.6,25.1,1005.6,67.0,4.0,3.1,5.4,35.41
29.3,32.6,26.0,1006.2,76.0,4.0,6.3,9.4,35.74
29.3,32.2,27.0,1007.6,79.0,4.0,4.1,9.4,35.03
29.9,33.6,24.9,1008.8,70.0,4.0,2.8,5.4,42.35
29.8,32.8,26.8,1007.2,75.0,4.0,5.7,7.6,25.18
29.8,32.8,26.9,1007.2,75.0,4.0,6.7,9.4,29.41
29.4,32.8,27.6,1008.8,75.0,4.0,5.2,9.4,21.83
29.8,33.4,26.8,1008.1,75.0,4.0,7.8,14.8,20.57
29.8,34.0,26.0,1009.9,73.0,4.0,4.4,7.6,26.55
29.4,34.3,25.5,1008.0,71.0,4.0,6.5,9.4,19.77
29.8,33.9,26.4,1006.5,75.0,4.0,6.3,9.4,11.16
30.3,34.1,27.1,1003.4,75.0,4.0,7.4,11.1,14.24
31.0,35.4,27.7,1002.0,74.0,4.0,5.2,7.6,19.84
31.5,37.9,27.7,1002.2,72.0,4.0,4.6,9.4,39.5
30.6,34.3,27.5,1006.9,74.0,3.7,7.2,11.1,15.21
30.8,34.6,28.1,1006.4,73.0,4.0,5.4,9.4,18.71
30.6,34.4,27.7,1006.4,73.0,4.0,5.4,7.6,17.75
32.7,39.5,28.3,1004.0,69.0,4.0,5.4,9.4,29.46
32.1,37.0,28.7,1004.8,73.0,4.0,4.4,9.4,26.52
31.9,37.0,28.0,1004.5,72.0,4.0,4.4,9.4,28.36
29.4,34.7,22.8,1004.0,70.0,4.0,2.8,5.4,23.0
29.5,33.8,23.6,1004.0,75.0,4.0,2.8,3.5,18.44
27.6,29.7,25.6,1006.1,73.0,3.7,5.6,18.3,14.73
30.9,35.7,27.2,1005.1,67.0,4.0,1.1,3.5,29.55
30.6,35.3,27.2,1004.8,67.0,4.0,2.2,3.5,27.17
27.4,32.3,25.4,1005.2,86.0,4.0,3.0,7.6,7.85
30.1,34.2,25.2,1000.6,78.0,4.0,7.2,11.1,29.22
30.8,33.8,23.2,1001.1,76.0,4.0,9.6,14.8,21.91
30.9,34.2,28.4,1003.0,74.0,4.0,8.5,14.8,18.61
30.4,33.0,28.2,1003.0,81.0,4.0,4.8,9.4,13.92
31.6,35.7,27.5,1000.9,74.0,4.0,3.9,9.4,17.98
29.8,34.8,25.6,998.8,70.0,4.0,6.9,14.8,21.5
30.9,35.9,27.4,1003.3,68.0,4.0,1.5,5.4,27.52
29.6,37.2,26.2,1002.2,71.0,4.0,1.1,3.5,35.82
32.0,37.3,25.2,999.7,67.0,4.0,1.3,3.5,54.87
30.8,35.2,28.0,999.7,75.0,3.7,2.4,5.4,30.04
30.3,33.1,27.1,1000.5,77.0,4.0,1.9,3.5,39.18
30.4,34.5,27.0,1000.4,78.0,4.0,3.0,5.4,30.82
30.2,33.7,26.2,1000.4,82.0,4.0,3.5,7.6,33.84
31.8,35.4,29.2,1000.1,72.0,4.0,4.4,9.4,28.49
31.6,35.2,27.8,999.4,76.0,4.0,5.2,11.1,34.4
30.2,34.8,25.4,999.4,77.0,4.0,6.1,11.1,31.94
31.8,34.9,29.1,1002.1,76.0,4.0,4.8,7.6,32.84
31.6,35.6,27.0,1001.9,75.0,4.0,7.6,16.5,20.12
30.3,32.7,27.6,1002.6,81.0,4.0,4.3,7.6,20.73
29.0,34.2,25.6,1002.6,81.0,4.0,3.5,5.4,12.9
29.3,32.0,25.1,1000.6,81.0,4.0,3.1,9.4,12.69
30.2,34.2,26.3,1000.1,76.0,3.7,1.9,3.5,21.28
27.8,30.9,26.9,1001.1,91.0,3.7,1.3,3.5,16.54
29.2,32.1,26.7,1003.5,86.0,4.0,1.5,5.4,11.69
30.7,34.6,26.9,1003.9,74.0,4.0,1.5,5.4,9.69
29.6,32.2,27.6,999.5,83.0,4.0,1.1,5.4,23.49
28.8,33.9,26.8,998.3,86.0,3.5,0.7,1.9,21.25
28.8,31.7,25.7,999.0,86.0,4.0,1.3,3.5,14.14
30.6,34.1,27.2,1003.0,75.0,4.0,2.4,5.4,11.03
30.0,33.7,27.7,1001.2,80.0,4.0,3.1,5.4,12.29
29.9,33.3,27.6,999.3,76.0,4.0,3.1,5.4,12.46
28.7,33.6,27.5,996.1,86.0,4.0,1.9,3.5,13.39
28.2,32.7,27.4,997.4,89.0,4.0,3.0,5.4,11.37
29.8,34.2,27.2,999.1,81.0,4.0,2.4,3.5,9.11
30.4,34.3,26.8,1001.0,79.0,4.0,3.0,5.4,18.7
30.1,31.6,28.0,1001.4,81.0,4.0,2.0,5.4,18.79
29.4,30.6,28.2,1002.3,85.0,4.0,0.4,1.9,17.09
27.6,29.9,24.9,1007.4,88.0,3.5,1.3,3.5,9.8
29.2,33.3,25.9,1007.8,79.0,4.0,0.7,1.9,11.77
28.8,33.8,27.3,1007.0,86.0,4.0,1.3,3.5,10.8
30.3,33.0,28.6,1002.1,83.0,4.0,1.3,3.5,16.49
30.5,34.5,27.4,1002.2,78.0,4.0,0.9,1.9,22.74
29.3,34.3,27.3,1001.9,85.0,3.2,0.2,1.9,27.75
28.8,32.2,27.0,1003.2,86.0,3.5,0.9,3.5,17.93
29.8,33.6,26.7,997.7,79.0,4.0,3.1,9.4,5.78
28.9,31.7,27.2,996.7,82.0,3.7,5.9,14.8,4.41
27.5,30.7,25.8,995.6,88.0,3.5,5.7,11.1,6.39
29.6,34.0,26.6,996.9,79.0,4.0,4.6,7.6,21.8
27.2,29.4,25.8,999.6,90.0,3.1,6.7,9.4,9.55
28.4,29.9,25.2,1005.2,87.0,4.0,1.9,3.5,14.62
27.6,30.6,26.6,996.3,89.0,2.6,8.9,11.1,16.54
27.5,30.6,25.5,1000.4,92.0,4.0,4.1,7.6,11.96
29.7,32.9,26.5,1001.0,84.0,3.7,2.4,5.4,20.27
